episode,character,line
S02E05,KRAMER,"Well, its all taken care of. Everythings cool."
S02E05,JERRY,What? Whats cool?
S02E05,KRAMER,Elaine.
S02E05,JERRY,What are you talking about?
S02E05,KRAMER,I just found a guy whos willing to pay ten thousand dollars for the apartment.
S02E05,JERRY,You what?! Get out! (pushes Kramer) Ten thousand?
S02E05,KRAMER,Cash.
S02E05,JERRY,Who would pay that much?
S02E05,KRAMER,Hes in the music business.
S02E05,JERRY,"Elaine would never borrow that much money! (Jerry hugs Kramer, then grabs him by the cheeks.) Kramer, my God, man! This is beautiful! I think Im in the clear here. Elaines not moving in. I dont have to confront her. She has no idea I never wanted her to move in. Im golden!"
S02E05,KRAMER,"Well, occasionally I like to help the humans."
S02E05,ELAINE,Wow. Youre right. That is loud.
S02E05,JERRY,Its just unbelievable.
S02E05,ELAINE,They rehearse all the time?
S02E05,JERRY,All the time. Ive been up there six times. They refuse to stop. I cant live like this. I dont know what Im gonna do. Im heading for breakdown! (to Harold) Cant you do something?
S02E05,HAROLD,Im not going up. It stinks up there.
S02E05,JERRY,Manny...
S02E05,MANNY,(in Spanish) Theyre allowed to play until eleven oclock!
S02E05,HAROLD,Im not the one who said eleven oclock. He makes up his own rules.
S02E05,ELAINE,"Boy, too bad. If I was up there, youd never hear a peep out of me. Im as quiet as a mouse."
S02E05,KRAMER,"Oh, I love the one they do right after this one! (Starts dancing)"
S02E05,JERRY,"I dont know. What do you do when a neighbor is making, like, a lot of noise at three oclock in the morning? I mean, can you knock on someones door and tell them to keep it down? Youre really altering your whole self-image. I mean, what am I, Fred Mertz now? Whats happening to me? Can I do this? Am I a shusher? I used to be a shushee. Theres a lot of shushing going on in movie theaters. People are always shushing. Shh... shh... shhh... shhh... Doesnt work, cause nobody knows where a shush is coming from. They just hear a shh. Was that a shush? I think somebody just shushed me. Some people you cant shush in a movie theater. Theres always that certain group of people, isnt it? Theyre talking and talking, and everyone around them is shushing them, and shushing them. They wont shush. Theyre the unshushables."
S02E06,JERRY,"I have to tell you that I did some very exciting news recently, and I dont know if I should really tell you exactly what it is because its really not a definite thing yet. (crowd cheers him on to tell them) Well, I will tell you what I know so far. According to the information that I have in the envelope that Ive received, it seems that I may have already won some very valuable prizes. (audience applauds) Well, thank you, thank you very much, well thank you. That's very nice to hear that. But, in all honesty, I have to say, I didnt even know I was in this thing. But, according to the readout, it looks like I am among the top people that they are considering. You know, thats what annoys me about the sweepstakes companies, they always tease you with that, You may have already won. Id like once for a sweepstakes company to have some guts, come out with the truth, just tell people the truth one time. Send out envelopes, You have definitely lost! You turn it over, giant printing, Not even close! You open it up, theres this whole letter of explanation, Even we cannot believe how badly you have done in this contest."
S02E06,JERRY,(to Kramer) To the right.
S02E06,GEORGE,That took awhile.
S02E06,JERRY,Dont get up.
S02E06,GEORGE,"Id like to help, but my neck.."
S02E06,GEORGE,So how long has it been in the basement?
S02E06,JERRY,"Since my grandfather died. I was suppose to send it down to my parents in Florida, but they didnt want it. They told me to get rid of it, but I felt funny and then I sort of forgot about it. And its been sitting down there for three years until he saw it. (to Kramer) All right, so, just take what you want and lets get it out of here."
S02E06,GEORGE,Whats in it?
S02E06,JERRY,"Grandpa clothes, I cant wear em."
S02E06,KRAMER,You want these? Knee socks. You dont wear knee socks.
S02E06,JERRY,"No, go ahead. Look at this place. I cant wait to get it cleaned."
S02E06,GEORGE,I know someone wholl do it. Shes good. Shes honest.
S02E06,JERRY,"No, Elaines got this writer friend from Finland, Rava. Her boyfriend goes to Columbia grad school, and hes suppose to do it."
S02E06,GEORGE,Students cant clean. Its anathema. (explaining) They dont like it.
S02E06,JERRY,How long have you been waiting to squeeze that into a conversation?
S02E06,KRAMER,Now this I like.
S02E06,GEORGE,Wait a second. (George gets up and heads for the statue in Kramers hands.) I cant believe this! Let me see this.
S02E06,KRAMER,"Wait, wait, wait..."
S02E06,GEORGE,Let me just see it.
S02E06,KRAMER,Come on...
S02E06,GEORGE,Let me just see it for a second.
S02E06,GEORGE,"Oh my God, its exactly the same!"
S02E06,JERRY,What?
S02E06,GEORGE,"When I was ten years old, my parents had this very same statue on the mantle of our apartment. Exactly. And, one day, I grabbed it, and I was using it as a microphone. I was singing, MacArthur Park, and I got to the part about, Ill never have that recipe again, and it slipped out of my hand and it broke. My parents looked at me like I smashed the ten commandments. To this day, they bring it up. It was the single most damaging experience in my life, aside from seeing my father naked."
S02E06,KRAMER,"Cmon, George. I saw it first."
S02E06,GEORGE,"No, Kramer. I have to have this statue."
S02E06,KRAMER,"No, I got dibs!"
S02E06,GEORGE,"What? No dibs! I need this statue. Cmon, give it!"
S02E06,JERRY,"Spread out, spread out you numbskulls. Why dont you just settle it like mature adults?"
S02E06,KRAMER,Potato man!
S02E06,GEORGE,"No, no, no potato man. Inka-dink."
S02E06,KRAMER,Okay...yea well uh start with me.
S02E06,GEORGE,"Yeah, good, good."
S02E06,JERRY,"Inka-dink, a bottle of ink, the cork fell out, and you stink."
S02E06,JERRY,"Not because youre dirty, not because youre clean  just because you kissed the girl behind the magazine..."
S02E06,JERRY,And you are it!
S02E06,KRAMER,"What?! Wait a minute. No, no, no. What are you doing? No, no, oh, oh, okay. Hes out. I get it."
S02E06,GEORGE,"No, no, no, no, Im It. I win."
S02E06,JERRY,"No, hes It. He wins. It is good."
S02E06,KRAMER,Do over  start with him.
S02E06,JERRY,"No, no, no, come on, Kramer. Now, you got the socks."
S02E06,KRAMER,"All right, you can have it. (Kramer tosses the statue to George.)"
S02E06,GEORGE,(not expecting the statue to be thrown) Dit.
S02E06,KRAMER,"Okay, Im gonna take the suit, and the shoes, and the hat."
S02E06,JERRY,"All right, cmon. Lets go."
S02E06,KRAMER,"Hey, I look like Joe Friday in Dragnet."
S02E06,GEORGE,I cant believe I won at Inka-dink.
S02E06,JERRY,"Come on, lets go."
S02E06,GEORGE,Yea.
S02E06,JERRY,Arent you gonna take it?
S02E06,GEORGE,"No, no, no, I dont want to carry it around all night. Ill pick it up later."
S02E06,GEORGE,(to Kramer) What about your stuff?
S02E06,KRAMER,"Oh, uh, well - okay."
S02E06,JERRY,"All right, lets go. Hey, you know, you owe me one."
S02E06,GEORGE,What?
S02E06,JERRY,The Inka-dink.. You were It.
S02E06,GEORGE,Its bad?
S02E06,JERRY,Its very bad.
S02E06,RAVA,"Well, if they dont let you be my editor on this book, Ill go to another publisher. Its that simple."
S02E06,ELAINE,You told them that?
S02E06,RAVA,Of course.
S02E06,ELAINE,(excited) This is so fantastic. I dont know how to thank you.
S02E06,JERRY,"(to Rava) So, wheres this boyfriend of yours? I cant wait much longer. Ive got a flight."
S02E06,ELAINE,"Oh, probably caught in traffic."
S02E06,RAVA,Or maybe hes dead.
S02E06,JERRY,"So what do you write, childrens books?"
S02E06,RAVA,Thats Ray.
S02E06,RAY,"Ah, greetings, greetings, and salutations. I beg your forgiveness. My tardiness was unavoidable. Rava, my love. Elaine, my dear friend. And you must be Jerry. Lord of the manor. Ah, my liege. A pleasure to serve you."
S02E06,JERRY,All right...
S02E06,RAVA,And we have to get back to work.
S02E06,JERRY,I gotta get to the airport.
S02E06,RAY,"Your palace shall sparkle like the stars in heaven upon your save arrival, Sire."
S02E06,JERRY,The uh toilet brush is under the sink.
S02E06,JERRY,"I dont really feel that comfortable with a maid, either, because theres that guilt when you have someone cleaning your house. You know, youre sitting there on your sofa, and they go by with the vacuum, Im really sorry about this. I dont know why I left that stuff over there. And thats why I could never be a maid, because Id have an attitude. Id find them, wherever they are in the house, Oh, I suppose you couldnt do this? No, dont get up, let me clean up your filth. No, you couldnt dust. No, this is too tough, isnt it?"
S02E06,JERRY,"He really did an amazing job. Look! He uncoagulated the top of the dishwashing liquid! (Jerry opens refrigerator.) He cleaned out the bottom of the little egg cups! Come here, look at this. (He gets on his knees and points.) He cleaned the little one-inch area between the refrigerator and the counter. How did he get in there?! He must be like Rubber Man!"
S02E06,ELAINE,Theres no Rubber Man.
S02E06,JERRY,Why did I think there was a Rubber Man? Theres Elastic Man... Plastic Man...
S02E06,ELAINE,Im leaving.
S02E06,JERRY,Where are you going?
S02E06,ELAINE,To Ravas house. Ive gotta pick up her manuscript.
S02E06,JERRY,Oh wait. Ill go with you.
S02E06,JERRY,"Elaine, he Windexed the little peep hole!"
S02E06,ELAINE,"(to Rava) So, the meeting with Lippman is all set. Hes the editor-in-chief! I think because of your request-"
S02E06,RAVA,Demand.
S02E06,ELAINE,They're going to promote me to editor.
S02E06,RAVA,Daantotin. (There is a sound of the front door being unlocked.) Theres Ray... late as usual.
S02E06,RAY,"Well, this is an unexpected surprise  and delight! The once and future king of comedy, Jerry the First, gracing our humble abode. Rava, were in the presence of royalty."
S02E06,JERRY,"Hey, Ray, listen, you really did a tremendous job cleaning that apartment."
S02E06,RAY,"But I didnt just clean your apartment. It was a ritual, a ceremony, a celebration of life."
S02E06,JERRY,Shouldnt you be out on a ledge somewhere?
S02E06,RAVA,The water is boiling. Are you having tea?
S02E06,ELAINE & RAY,Yes.
S02E06,ELAINE,Jerry? Jerry!
S02E06,JERRY,What?
S02E06,RAVA,"(from the kitchen) Ray, would you give me a hand?"
S02E06,RAY,"Yeah, Im coming!"
S02E06,JERRY,I think thats the statue from my house. That looks like the statue from my house!
S02E06,ELAINE,What statue?
S02E06,JERRY,I had a statue!
S02E06,ELAINE,You have a statue? I never saw a statue.
S02E06,JERRY,My grandfather gave me a statue!
S02E06,ELAINE,Since when?
S02E06,JERRY,Whats the difference?! Thats the one! He ripped me off! This guy ripped me off!
S02E06,RAY,Do you take sugar?
S02E06,JERRY & ELAINE,Uhh... no.
S02E06,JERRY,I cant believe it! This guy ripped me off!
S02E06,ELAINE,Do you realize what youre saying?
S02E06,JERRY,Yes! This guy ripped me off! He stole that statue right out of my house!
S02E06,RAY,Lemon?
S02E06,JERRY & ELAINE,Uh... sure/yeah..
S02E06,ELAINE,Are you sure?
S02E06,JERRY,Pretty sure! Ninety-nine percent sure.
S02E06,ELAINE,Ninety-nine percent sure?!
S02E06,RAY,"Ah, sweet elixir. Its fragrant nectar a soothing balm for the soul."
S02E06,RAVA,"Ah those are the pastries, Ray take care of that, I'm going to get Elaine the manuscript."
S02E06,RAY,"Ah, the pastries!"
S02E06,ELAINE,Maybe it just looks the same. Maybe its just a coincidence.
S02E06,JERRY,"Coincidence? This guys in my apartment and then, just by coincidence, he has the same exact statue in his apartment?"
S02E06,ELAINE,I never saw the statue.
S02E06,JERRY,I had a statue! What should I do?
S02E06,ELAINE,I dont know.
S02E06,JERRY,Ill call Kramer. He can check my house.
S02E06,ELAINE,"Oh Jerry, dont blow this for me."
S02E06,JERRY,"Dont worry. (whispering into the phone) Kramer! Kramer!... Its Jerry!... Jerry!... From next door!... Never mind where I am!... Yes, Jerry Seinfeld!..."
S02E06,JERRY,"Ma, I told you, just dip the bread in the batter, and put in right in the pan... Okay, bye. (Jerry hangs up; to Rava) My mother. She forgot how to make French toast. You know how mothers are."
S02E06,RAVA,My mother left us when I was six years old. All seven of us. We never heard from her again. I hope shes rotting in an alley somewhere!
S02E06,JERRY,My moms down in Florida. Shes got uh one of those condos. Hot down there in the summer. You ever been down there?
S02E06,RAY,"I love these pastries. You know, in Scandinavian mythology, the pastries were the food of the gods."
S02E06,JERRY,"Listen, uh I just remembered... Im... uh, getting a facial."
S02E06,ELAINE,"Oh, see you tomorrow morning."
S02E06,RAY,How about dinner?
S02E06,JERRY,"No, I dont eat dinner. Dinners for suckers."
S02E06,JERRY,"Uh huh... Yeah... Okay, thanks anyway... Bye."
S02E06,JERRY,"Nope, the cop says its my word against his. Theres nothing they can do."
S02E06,KRAMER,Lets go get him.
S02E06,JERRY,"Yeah, right."
S02E06,GEORGE,We cant just let him get away with this.
S02E06,JERRY,"Do you realize how crazy he had to be to do something like this? He knew I was gonna know its missing, and he took it! And of all things to take! I left my watch, tape recorder, stereo. Hes crazy."
S02E06,KRAMER,You wanna go get him?
S02E06,ELAINE,"Well, then, if hes crazy you should just forget it."
S02E06,GEORGE,Forget it? I already called my parents. I told them to expect the surprise of a lifetime. My mothers making her roasted potatoes!
S02E06,ELAINE,"George, do you realize that Rava has asked me to edit her book?"
S02E06,GEORGE,Who is this Rava?
S02E06,KRAMER,I say we get him.
S02E06,ELAINE,No!
S02E06,GEORGE,Let me just call him.
S02E06,JERRY,"Ill call him. (Jerry picks up the cordless phone. He points to the rotary phone on the coffee table. Kramer, George, and Elaine struggle for it.) Hello, Ray?... Hi, Ray, this is Ravas friend, Elaines friend, Jerry... The King of Comedy, right. Listen, you know that statue on your mantle, the one with the blue lady? (He covers the reciever and yells at Kramer and George.) Would you shut up?! (to the phone) Yeah, you dont want to talk about it over the phone?.. You dont want Rava to hear?... Yeah, I understand... You know that coffee shop near my house, Monks?... All right, tomorrow... One o clock... Great, okay, bye."
